station,event_id,start_idx,core_start_idx,core_end_idx,onset_steps,core_steps,recovery_steps,end_idx,start_time,core_start_time,core_end_time,end_time,duration_steps,core_duration_steps,min_speed,mean_speed,max_occ
423148,273,2079,2187,2188,108,2,44,2232,2025-01-08 05:55:00,2025-01-08 14:55:00,2025-01-08 15:00:00,2025-01-08 18:40:00,154,2,36.6,53.85064935064935,0.1819
423148,274,2459,2475,2476,16,2,4,2480,2025-01-09 13:35:00,2025-01-09 14:55:00,2025-01-09 15:00:00,2025-01-09 15:20:00,22,2,40.4,55.5,0.1495
423148,275,2482,2497,2501,15,5,5,2506,2025-01-09 15:30:00,2025-01-09 16:45:00,2025-01-09 17:05:00,2025-01-09 17:30:00,25,5,21.1,44.29600000000001,0.3109
423148,276,2507,2514,2517,7,4,6,2523,2025-01-09 17:35:00,2025-01-09 18:10:00,2025-01-09 18:25:00,2025-01-09 18:55:00,17,4,15.1,33.71176470588235,0.3724
423148,277,2770,2798,2799,28,2,7,2806,2025-01-10 15:30:00,2025-01-10 17:50:00,2025-01-10 17:55:00,2025-01-10 18:30:00,37,2,32.3,50.481081081081086,0.183
423148,278,3616,3644,3646,28,3,20,3666,2025-01-13 14:00:00,2025-01-13 16:20:00,2025-01-13 16:30:00,2025-01-13 18:10:00,51,3,24.3,48.266666666666666,0.3276
423148,279,3855,3860,3861,5,2,31,3892,2025-01-14 09:55:00,2025-01-14 10:20:00,2025-01-14 10:25:00,2025-01-14 13:00:00,38,2,50.0,55.91052631578947,0.09
423148,280,3908,3917,3918,9,2,6,3924,2025-01-14 14:20:00,2025-01-14 15:05:00,2025-01-14 15:10:00,2025-01-14 15:40:00,17,2,22.8,47.71764705882353,0.2647
423148,281,3925,3932,3935,7,4,34,3969,2025-01-14 15:45:00,2025-01-14 16:20:00,2025-01-14 16:35:00,2025-01-14 19:25:00,45,4,16.0,36.528888888888886,0.3664
423148,282,4082,4219,4222,137,4,30,4252,2025-01-15 04:50:00,2025-01-15 16:15:00,2025-01-15 16:30:00,2025-01-15 19:00:00,171,4,16.4,49.63976608187135,0.3658
423148,283,4487,4523,4528,36,6,7,4535,2025-01-16 14:35:00,2025-01-16 17:35:00,2025-01-16 18:00:00,2025-01-16 18:35:00,49,6,16.1,41.412244897959184,0.3528
423148,284,4772,4788,4789,16,2,12,4801,2025-01-17 14:30:00,2025-01-17 15:50:00,2025-01-17 15:55:00,2025-01-17 16:55:00,30,2,39.4,53.426666666666655,0.1576
423148,285,4803,4812,4812,9,1,6,4818,2025-01-17 17:05:00,2025-01-17 17:50:00,2025-01-17 17:50:00,2025-01-17 18:20:00,16,1,23.3,47.2,0.2598
423148,286,5668,5706,5708,38,3,13,5721,2025-01-21 13:45:00,2025-01-21 16:55:00,2025-01-21 17:05:00,2025-01-21 18:10:00,54,3,21.0,40.27407407407408,0.3141
423148,287,5892,5986,5987,94,2,29,6016,2025-01-22 08:30:00,2025-01-22 16:20:00,2025-01-22 16:25:00,2025-01-22 18:50:00,125,2,25.4,51.49439999999999,0.2517
423148,288,6234,6262,6263,28,2,7,6270,2025-01-23 13:35:00,2025-01-23 15:55:00,2025-01-23 16:00:00,2025-01-23 16:35:00,37,2,22.9,53.6027027027027,0.3028
423148,289,6273,6287,6288,14,2,5,6293,2025-01-23 16:50:00,2025-01-23 18:00:00,2025-01-23 18:05:00,2025-01-23 18:30:00,21,2,27.8,46.82380952380952,0.2168
423148,290,6496,6506,6507,10,2,5,6512,2025-01-24 11:25:00,2025-01-24 12:15:00,2025-01-24 12:20:00,2025-01-24 12:45:00,17,2,37.2,51.41176470588236,0.1698
423148,291,6517,6544,6544,27,1,14,6558,2025-01-24 13:10:00,2025-01-24 15:25:00,2025-01-24 15:25:00,2025-01-24 16:35:00,42,1,40.9,56.72380952380953,0.1414
423148,292,7408,7432,7437,24,6,3,7440,2025-01-27 16:00:00,2025-01-27 18:00:00,2025-01-27 18:25:00,2025-01-27 19:15:00,33,6,15.5,34.712121212121204,0.3882
423148,293,7662,7676,7676,14,1,12,7688,2025-01-28 13:45:00,2025-01-28 14:55:00,2025-01-28 14:55:00,2025-01-28 15:55:00,27,1,39.8,56.72592592592592,0.1587
423148,294,7689,7697,7714,8,18,13,7727,2025-01-28 16:00:00,2025-01-28 16:40:00,2025-01-28 18:05:00,2025-01-28 19:10:00,39,18,13.2,25.30769230769231,0.4063
423148,295,7959,7975,7980,16,6,9,7989,2025-01-29 14:30:00,2025-01-29 15:50:00,2025-01-29 16:15:00,2025-01-29 17:00:00,31,6,19.3,37.854838709677416,0.2854
423148,296,7990,7995,7995,5,1,4,7999,2025-01-29 17:05:00,2025-01-29 17:30:00,2025-01-29 17:30:00,2025-01-29 17:50:00,10,1,42.1,54.46,0.1288
423148,297,8234,8267,8271,33,5,24,8295,2025-01-30 13:25:00,2025-01-30 16:10:00,2025-01-30 16:30:00,2025-01-30 18:30:00,62,5,17.9,45.367741935483885,0.3258
423148,298,8519,8547,8552,28,6,24,8576,2025-01-31 13:10:00,2025-01-31 15:30:00,2025-01-31 15:55:00,2025-01-31 17:55:00,58,6,18.4,43.67413793103447,0.2948
